Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2765,11,2759,21,3.36,3.14,0.036875
5,2751,29,2675,4,2.84,0.0,0.043437
10,2739,38,2675,10,2.39,0.0,0.046562
15,2726,48,2675,21,1.91,0.0,0.050625
20,2713,52,2675,39,1.42,0.0,0.051718
25,2704,65,2675,51,1.08,0.0,0.055937
30,2699,78,2675,62,0.9,0.0,0.061875
35,2694,84,2675,63,0.71,0.0,0.063593
40,2691,101,2675,60,0.6,0.0,0.07
45,2708,92,2675,33,1.23,0.0,0.068125
50,2721,83,2675,17,1.72,0.0,0.064375
55,2733,77,2675,10,2.17,0.0,0.062343
60,2756,55,2675,2,3.03,0.0,0.055156
65,2774,48,2675,1,3.7,0.0,0.053281
70,2784,34,2675,2,4.07,0.0,0.047968
75,2784,35,2693,1,4.07,0.67,0.049687
80,2800,28,2704,1,4.67,1.08,0.04625
85,2810,19,2726,1,5.05,1.91,0.043125
90,2810,18,2716,1,5.05,1.53,0.044531
95,2818,12,2732,1,5.35,2.13,0.041093
100,2822,9,2761,1,5.5,3.21,0.040312
