Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3349,16,3336,20,0.78,0.39,0.0225
5,3347,34,3323,12,0.72,0.0,0.024375
10,3336,46,3323,18,0.39,0.0,0.026718
15,3332,49,3323,35,0.27,0.0,0.026718
20,3330,53,3323,52,0.21,0.0,0.03
25,3326,72,3323,75,0.09,0.0,0.031875
30,3325,68,3323,82,0.06,0.0,0.030781
35,3324,78,3323,90,0.03,0.0,0.033906
40,3327,83,3323,73,0.12,0.0,0.035
45,3332,104,3323,52,0.27,0.0,0.0375
50,3343,97,3323,45,0.6,0.0,0.037812
55,3364,102,3323,27,1.23,0.0,0.039062
60,3398,89,3323,9,2.26,0.0,0.036562
65,3422,77,3323,3,2.98,0.0,0.034218
70,3466,77,3323,3,4.3,0.0,0.035
75,3486,61,3323,2,4.91,0.0,0.031875
80,3510,55,3323,2,5.63,0.0,0.030156
85,3534,61,3323,1,6.35,0.0,0.0325
90,3571,43,3336,1,7.46,0.39,0.027812
95,3594,43,3336,1,8.16,0.39,0.029062
100,3617,38,3404,1,8.85,2.44,0.028125
