Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1269,10,1267,78,0.16,0.0,0.196093
5,1267,13,1267,83,0.0,0.0,0.201406
10,1267,17,1267,83,0.0,0.0,0.209843
15,1267,19,1267,82,0.0,0.0,0.213281
20,1267,24,1267,81,0.0,0.0,0.222187
25,1268,29,1267,81,0.08,0.0,0.2375
30,1268,37,1267,71,0.08,0.0,0.250781
35,1269,39,1267,46,0.16,0.0,0.254531
40,1273,50,1267,31,0.47,0.0,0.274687
45,1279,36,1267,8,0.95,0.0,0.24875
50,1284,18,1267,4,1.34,0.0,0.217812
55,1292,5,1267,1,1.97,0.0,0.194375
60,1295,8,1267,1,2.21,0.0,0.200312
65,1296,4,1270,1,2.29,0.24,0.194218
70,1298,2,1270,1,2.45,0.24,0.190625
75,1300,1,1271,1,2.6,0.32,0.190156
80,1303,0,1274,1,2.84,0.55,0.18875
85,1306,0,1282,1,3.08,1.18,0.189687
90,1308,0,1274,1,3.24,0.55,0.205625
95,1304,0,1282,2,2.92,1.18,0.195625
100,1307,0,1274,2,3.16,0.55,0.19
