Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,6975,5,6939,52,1.69,1.17,0.033281
5,6947,26,6870,1,1.28,0.16,0.038125
10,6918,58,6859,5,0.86,0.0,0.047968
15,6900,67,6859,14,0.6,0.0,0.050781
20,6893,78,6859,16,0.5,0.0,0.054843
25,6880,98,6859,35,0.31,0.0,0.060781
30,6875,105,6859,40,0.23,0.0,0.06375
35,6884,102,6859,29,0.36,0.0,0.064218
40,6898,94,6859,19,0.57,0.0,0.068437
45,6920,82,6859,4,0.89,0.0,0.068437
50,6949,69,6859,1,1.31,0.0,0.062656
55,6983,60,6859,1,1.81,0.0,0.06125
60,7024,44,6859,1,2.41,0.0,0.05
65,7068,28,6911,2,3.05,0.76,0.042031
70,7079,23,6889,1,3.21,0.44,0.040312
75,7113,21,6939,7,3.7,1.17,0.040156
80,7125,11,6903,1,3.88,0.64,0.037031
85,7136,7,6939,5,4.04,1.17,0.035
90,7139,6,6939,4,4.08,1.17,0.037812
95,7153,8,6939,3,4.29,1.17,0.040468
100,7185,9,7008,1,4.75,2.17,0.036562
