Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1888,20,1870,76,1.4,0.43,0.360156
5,1895,25,1870,69,1.77,0.43,0.370468
10,1889,29,1870,75,1.45,0.43,0.387343
15,1893,36,1862,1,1.66,0.0,0.404687
20,1884,49,1862,3,1.18,0.0,0.448281
25,1895,69,1862,2,1.77,0.0,0.510312
30,1891,86,1862,8,1.56,0.0,0.576406
35,1908,76,1862,3,2.47,0.0,0.558437
40,1928,40,1862,1,3.54,0.0,0.441093
45,1955,16,1877,2,4.99,0.81,0.360156
50,1966,7,1887,1,5.59,1.34,0.344531
55,1970,3,1899,1,5.8,1.99,0.339843
60,1977,1,1900,1,6.18,2.04,0.317968
65,1983,1,1900,2,6.5,2.04,0.318125
70,1987,0,1900,1,6.71,2.04,0.320312
75,1988,0,1913,7,6.77,2.74,0.323593
80,1983,0,1913,6,6.5,2.74,0.318593
85,1987,0,1913,6,6.71,2.74,0.314687
90,1996,0,1913,2,7.2,2.74,0.329531
95,2015,0,1933,1,8.22,3.81,0.317187
100,2005,0,1928,1,7.68,3.54,0.319687
