Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1940,26,1858,31,5.84,1.36,0.357031
5,1921,36,1846,2,4.8,0.71,0.379531
10,1929,45,1841,4,5.24,0.44,0.416406
15,1943,62,1841,4,6.0,0.44,0.452031
20,1934,88,1841,5,5.51,0.44,0.523437
25,1910,126,1838,2,4.2,0.27,0.630468
30,1941,103,1841,3,5.89,0.44,0.567187
35,1952,105,1841,2,6.49,0.44,0.582968
40,2002,47,1846,1,9.22,0.71,0.423593
45,2022,21,1867,1,10.31,1.85,0.34625
50,2039,5,1879,1,11.24,2.51,0.301406
55,2040,2,1892,1,11.29,3.22,0.294531
60,2049,1,1890,1,11.78,3.11,0.29125
65,2049,0,1904,1,11.78,3.87,0.29
70,2052,0,1892,1,11.95,3.22,0.302968
75,2044,0,1892,2,11.51,3.22,0.289375
80,2049,0,1906,1,11.78,3.98,0.288125
85,2062,0,1924,2,12.49,4.96,0.290781
90,2054,0,1906,1,12.06,3.98,0.289843
95,2062,0,1937,1,12.49,5.67,0.288906
100,2066,0,1906,1,12.71,3.98,0.290937
