Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2443,6,2432,66,1.79,1.33,0.573593
5,2442,7,2432,69,1.75,1.33,0.58375
10,2444,10,2432,64,1.83,1.33,0.611562
15,2443,12,2432,62,1.79,1.33,0.625781
20,2442,15,2432,67,1.75,1.33,0.629843
25,2444,28,2428,1,1.83,1.17,0.693437
30,2444,31,2426,2,1.83,1.08,0.756875
35,2448,48,2413,1,2.0,0.54,0.877656
40,2459,33,2405,1,2.46,0.21,0.805
45,2476,19,2400,1,3.17,0.0,0.717343
50,2487,13,2432,4,3.62,1.33,0.679687
55,2490,5,2432,3,3.75,1.33,0.633437
60,2494,2,2442,1,3.92,1.75,0.63
65,2500,1,2460,5,4.17,2.5,0.597968
70,2500,0,2460,2,4.17,2.5,0.642187
75,2505,0,2463,1,4.38,2.62,0.636718
80,2506,0,2460,2,4.42,2.5,0.645781
85,2509,0,2470,2,4.54,2.92,0.665468
90,2513,0,2460,1,4.71,2.5,0.664843
95,2512,0,2460,1,4.67,2.5,0.669687
100,2515,0,2460,1,4.79,2.5,0.674218
