Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3367,11,3346,61,0.63,0.0,0.022656
5,3370,14,3346,61,0.72,0.0,0.0225
10,3366,18,3346,67,0.6,0.0,0.023125
15,3358,33,3346,76,0.36,0.0,0.025312
20,3357,38,3346,76,0.33,0.0,0.027187
25,3349,46,3346,85,0.09,0.0,0.027812
30,3350,58,3346,86,0.12,0.0,0.031093
35,3348,69,3346,89,0.06,0.0,0.032968
40,3352,66,3346,77,0.18,0.0,0.031718
45,3360,73,3346,68,0.42,0.0,0.034218
50,3376,71,3346,47,0.9,0.0,0.033906
55,3394,83,3346,22,1.43,0.0,0.035625
60,3412,86,3346,14,1.97,0.0,0.037343
65,3432,76,3346,13,2.57,0.0,0.035468
70,3451,66,3346,5,3.14,0.0,0.032812
75,3491,60,3346,3,4.33,0.0,0.0325
80,3497,56,3346,3,4.51,0.0,0.031875
85,3527,36,3346,3,5.41,0.0,0.0275
90,3532,56,3346,2,5.56,0.0,0.032187
95,3559,41,3346,2,6.37,0.0,0.02875
100,3557,41,3409,3,6.31,1.88,0.029687
