Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
10,2861,89,2707,5.69,0.0,0.157031,0.25
15,3037,105,3002,1.17,0.0,0.157031,0.140625
15,2952,130,2851,3.54,0.0,0.201093,0.25
15,2940,77,2760,6.52,0.0,0.155468,0.171875
15,2861,103,2707,5.69,0.0,0.18015599999999998,0.1875
5,2784,25,2760,0.87,0.0,0.100937,0.109375
10,3139,59,3093,1.49,0.0,0.129687,0.140625
10,2969,16,2962,0.24,0.0,0.095937,0.078125
10,2883,111,2787,3.44,0.0,0.179062,0.21875
5,2815,59,2707,3.99,0.0,0.137812,0.203125
