Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,9612,12,9612,98,0.0,0.0,0.024218
5,9612,13,9612,100,0.0,0.0,0.023593
10,9612,14,9612,100,0.0,0.0,0.025
15,9612,14,9612,100,0.0,0.0,0.024062
20,9612,16,9612,100,0.0,0.0,0.025781
25,9612,17,9612,100,0.0,0.0,0.025781
30,9612,20,9612,100,0.0,0.0,0.027656
35,9612,22,9612,100,0.0,0.0,0.02875
40,9612,28,9612,100,0.0,0.0,0.029687
45,9612,32,9612,100,0.0,0.0,0.031875
50,9612,36,9612,98,0.0,0.0,0.032812
55,9612,43,9612,95,0.0,0.0,0.035
60,9612,50,9612,81,0.0,0.0,0.037187
65,9612,56,9612,79,0.0,0.0,0.039218
70,9613,63,9612,73,0.01,0.0,0.040625
75,9613,65,9612,66,0.01,0.0,0.040781
80,9614,74,9612,63,0.02,0.0,0.044531
85,9616,69,9612,49,0.04,0.0,0.043125
90,9617,80,9612,43,0.05,0.0,0.046406
95,9621,78,9612,31,0.09,0.0,0.045937
100,9622,69,9612,29,0.1,0.0,0.04375
