Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1295,10,1289,70,5.03,4.54,0.214062
5,1292,19,1271,2,4.79,3.08,0.230781
10,1290,37,1271,3,4.62,3.08,0.267343
15,1289,37,1265,1,4.54,2.6,0.266093
20,1289,48,1253,1,4.54,1.62,0.303437
25,1286,59,1258,1,4.3,2.03,0.319218
30,1287,76,1261,1,4.38,2.27,0.34125
35,1291,69,1271,4,4.7,3.08,0.330468
40,1302,37,1253,1,5.6,1.62,0.269062
45,1309,22,1261,1,6.16,2.27,0.241718
50,1315,11,1289,3,6.65,4.54,0.220937
55,1323,7,1288,1,7.3,4.46,0.212968
60,1320,2,1293,10,7.06,4.87,0.207031
65,1324,1,1293,4,7.38,4.87,0.200156
70,1327,0,1293,2,7.62,4.87,0.203593
75,1335,0,1293,4,8.27,4.87,0.199687
80,1334,0,1289,1,8.19,4.54,0.198906
85,1335,0,1293,2,8.27,4.87,0.198437
90,1339,0,1297,12,8.6,5.19,0.199687
95,1340,0,1293,1,8.68,4.87,0.198437
100,1348,0,1293,1,9.33,4.87,0.19875
