Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,4414,6,4412,82,0.05,0.0,0.017968
5,4412,12,4412,94,0.0,0.0,0.018281
10,4412,13,4412,98,0.0,0.0,0.0175
15,4412,15,4412,100,0.0,0.0,0.018437
20,4412,15,4412,100,0.0,0.0,0.017968
25,4412,16,4412,100,0.0,0.0,0.018281
30,4412,19,4412,100,0.0,0.0,0.019843
35,4412,20,4412,100,0.0,0.0,0.019218
40,4412,23,4412,100,0.0,0.0,0.020937
45,4412,25,4412,100,0.0,0.0,0.020468
50,4412,34,4412,100,0.0,0.0,0.022187
55,4412,34,4412,100,0.0,0.0,0.023281
60,4412,36,4412,98,0.0,0.0,0.023125
65,4413,46,4412,90,0.02,0.0,0.025937
70,4413,43,4412,85,0.02,0.0,0.024531
75,4414,54,4412,80,0.05,0.0,0.0275
80,4415,51,4412,75,0.07,0.0,0.02625
85,4417,54,4412,65,0.11,0.0,0.029218
90,4418,54,4412,62,0.14,0.0,0.027656
95,4422,48,4412,51,0.23,0.0,0.02625
100,4423,58,4412,46,0.25,0.0,0.02875
