Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1873,8,1830,6,9.6,7.08,0.823593
5,1868,14,1830,15,9.3,7.08,0.851875
10,1867,22,1829,1,9.25,7.02,0.835468
15,1863,28,1804,1,9.01,5.56,0.962343
20,1866,35,1762,1,9.19,3.1,1.018437
25,1864,50,1790,1,9.07,4.74,1.113437
30,1859,71,1760,1,8.78,2.98,1.230156
35,1869,56,1756,1,9.36,2.75,1.137812
40,1886,27,1802,1,10.36,5.44,0.92
45,1898,13,1847,2,11.06,8.07,0.850312
50,1902,6,1874,1,11.29,9.65,0.778906
55,1909,4,1862,1,11.7,8.95,0.779062
60,1908,1,1864,1,11.64,9.07,0.754531
65,1917,0,1875,1,12.17,9.71,0.72875
70,1913,0,1886,6,11.94,10.36,0.715
75,1920,0,1886,5,12.35,10.36,0.736406
80,1922,0,1886,2,12.46,10.36,0.731875
85,1922,0,1886,2,12.46,10.36,0.7425
90,1925,0,1886,1,12.64,10.36,0.723906
95,1931,0,1893,13,12.99,10.77,0.730625
100,1926,0,1888,1,12.7,10.47,0.73375
