Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1884,16,1859,31,11.94,10.46,0.371093
5,1881,31,1767,1,11.76,4.99,0.425625
10,1870,51,1767,1,11.11,4.99,0.49875
15,1851,80,1716,1,9.98,1.96,0.582812
20,1848,83,1697,1,9.8,0.83,0.612656
25,1821,120,1696,1,8.2,0.77,0.707031
30,1834,112,1690,1,8.97,0.42,0.69875
35,1842,117,1698,1,9.45,0.89,0.724375
40,1886,64,1688,1,12.06,0.3,0.550937
45,1919,25,1823,1,14.02,8.32,0.421406
50,1932,14,1867,1,14.8,10.93,0.394843
55,1941,4,1852,1,15.33,10.04,0.365625
60,1949,3,1872,1,15.81,11.23,0.372031
65,1957,1,1861,1,16.28,10.58,0.358437
70,1949,0,1898,1,15.81,12.77,0.348593
75,1955,0,1875,1,16.16,11.41,0.345312
80,1959,0,1898,1,16.4,12.77,0.346562
85,1962,0,1903,5,16.58,13.07,0.359843
90,1960,0,1886,1,16.46,12.06,0.348906
95,1963,0,1879,1,16.64,11.65,0.342812
100,1962,0,1892,1,16.58,12.42,0.344062
