Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3694,6,3610,51,2.33,0.0,0.019062
5,3659,29,3610,67,1.36,0.0,0.022656
10,3629,33,3610,86,0.53,0.0,0.02375
15,3615,38,3610,96,0.14,0.0,0.023593
20,3610,33,3610,100,0.0,0.0,0.023906
25,3612,32,3610,99,0.06,0.0,0.022968
30,3611,40,3610,99,0.03,0.0,0.025312
35,3611,44,3610,99,0.03,0.0,0.025312
40,3618,52,3610,93,0.22,0.0,0.027656
45,3618,62,3610,92,0.22,0.0,0.02875
50,3638,68,3610,79,0.78,0.0,0.030781
55,3663,72,3610,57,1.47,0.0,0.031718
60,3695,56,3610,40,2.35,0.0,0.028125
65,3718,60,3610,28,2.99,0.0,0.03
70,3754,41,3610,11,3.99,0.0,0.025781
75,3765,44,3610,12,4.29,0.0,0.027187
80,3786,37,3610,6,4.88,0.0,0.025156
85,3791,31,3610,5,5.01,0.0,0.025156
90,3812,20,3610,2,5.6,0.0,0.022187
95,3813,20,3610,4,5.62,0.0,0.023125
100,3832,17,3610,3,6.15,0.0,0.022343
