Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,4144,5,4144,99,6.47,6.47,0.0875
5,4143,10,4105,1,6.45,5.47,0.094375
10,4135,14,3940,1,6.24,1.23,0.097343
15,4117,33,3892,2,5.78,0.0,0.115625
20,4079,55,3892,4,4.8,0.0,0.135625
25,4046,74,3892,7,3.96,0.0,0.153593
30,4000,107,3892,15,2.77,0.0,0.18375
35,3997,122,3892,18,2.7,0.0,0.217031
40,3997,133,3892,18,2.7,0.0,0.214843
45,4037,117,3892,13,3.73,0.0,0.199375
50,4091,99,3892,4,5.11,0.0,0.184218
55,4134,85,3940,3,6.22,1.23,0.175625
60,4178,63,3940,1,7.35,1.23,0.155781
65,4210,52,4001,1,8.17,2.8,0.146406
70,4233,41,3940,1,8.76,1.23,0.137343
75,4254,30,4120,1,9.3,5.86,0.126875
80,4268,12,4113,1,9.66,5.68,0.110937
85,4281,8,4144,1,9.99,6.47,0.1075
90,4285,10,4128,1,10.1,6.06,0.108593
95,4302,9,4144,1,10.53,6.47,0.122968
100,4315,9,4117,1,10.87,5.78,0.108906
