Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1932,13,1873,15,5.75,2.52,0.681562
5,1928,26,1873,17,5.53,2.52,0.762812
10,1927,36,1873,13,5.47,2.52,0.828125
15,1914,49,1846,1,4.76,1.04,0.811093
20,1899,76,1842,1,3.94,0.82,1.061562
25,1905,82,1835,1,4.27,0.44,1.128906
30,1901,120,1842,1,4.05,0.82,1.365937
35,1917,100,1859,1,4.93,1.75,1.244531
40,1949,68,1870,1,6.68,2.35,1.012812
45,1975,31,1875,1,8.1,2.63,0.847656
50,1997,15,1913,1,9.3,4.71,0.7575
55,2008,6,1914,1,9.91,4.76,0.679687
60,2008,2,1905,1,9.91,4.27,0.65125
65,2016,1,1933,1,10.34,5.8,0.658281
70,2017,1,1951,2,10.4,6.79,0.652812
75,2017,0,1954,6,10.4,6.95,0.64
80,2022,0,1954,2,10.67,6.95,0.686406
85,2025,0,1951,1,10.84,6.79,0.675625
90,2032,0,1940,1,11.22,6.19,0.689218
95,2027,0,1940,1,10.95,6.19,0.715937
100,2028,0,1936,1,11.0,5.97,0.670937
