Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2087,6,2085,83,0.1,0.0,0.040937
5,2086,9,2085,92,0.05,0.0,0.041562
10,2087,12,2085,93,0.1,0.0,0.042968
15,2085,13,2085,96,0.0,0.0,0.043125
20,2085,16,2085,95,0.0,0.0,0.043906
25,2086,25,2085,94,0.05,0.0,0.048437
30,2086,25,2085,91,0.05,0.0,0.049062
35,2087,42,2085,81,0.1,0.0,0.056562
40,2090,36,2085,72,0.24,0.0,0.05375
45,2103,31,2085,36,0.86,0.0,0.051875
50,2113,20,2085,24,1.34,0.0,0.048125
55,2132,11,2085,16,2.25,0.0,0.044843
60,2139,8,2085,8,2.59,0.0,0.042812
65,2151,7,2085,8,3.17,0.0,0.043437
70,2146,1,2085,16,2.93,0.0,0.041406
75,2160,0,2085,6,3.6,0.0,0.041093
80,2172,3,2085,4,4.17,0.0,0.0425
85,2168,0,2085,5,3.98,0.0,0.040937
90,2171,0,2085,3,4.12,0.0,0.040468
95,2171,0,2085,2,4.12,0.0,0.041562
100,2176,0,2094,1,4.36,0.43,0.041562
