Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1037,10,1023,12,8.81,7.35,0.221093
5,1037,12,1023,15,8.81,7.35,0.221093
10,1037,18,1023,13,8.81,7.35,0.234531
15,1034,18,953,1,8.5,0.0,0.234687
20,1033,30,953,2,8.39,0.0,0.25875
25,1032,44,974,1,8.29,2.2,0.288906
30,1037,47,972,1,8.81,1.99,0.295
35,1039,49,953,1,9.02,0.0,0.317343
40,1052,39,972,1,10.39,1.99,0.285937
45,1056,18,1023,1,10.81,7.35,0.242656
50,1061,8,1032,1,11.33,8.29,0.225
55,1068,4,1026,1,12.07,7.66,0.2175
60,1070,1,1033,1,12.28,8.39,0.213593
65,1072,1,1041,1,12.49,9.23,0.211718
70,1069,0,1030,1,12.17,8.08,0.212031
75,1076,0,1041,2,12.91,9.23,0.212343
80,1076,0,1033,1,12.91,8.39,0.212812
85,1076,0,1041,2,12.91,9.23,0.211875
90,1080,0,1041,1,13.33,9.23,0.212968
95,1082,0,1043,1,13.54,9.44,0.213437
100,1078,0,1043,1,13.12,9.44,0.213437
