Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,7159,18,7114,25,2.08,1.44,0.117656
5,7140,31,7047,12,1.81,0.48,0.129531
10,7134,44,7047,15,1.73,0.48,0.144218
15,7117,63,7013,1,1.48,0.0,0.160156
20,7111,76,7013,1,1.4,0.0,0.174218
25,7093,101,7013,3,1.14,0.0,0.198906
30,7113,106,7013,1,1.43,0.0,0.206875
35,7129,122,7013,5,1.65,0.0,0.225625
40,7203,105,7047,1,2.71,0.48,0.206875
45,7298,83,7114,2,4.06,1.44,0.186406
50,7419,58,7112,1,5.79,1.41,0.161562
55,7547,47,7166,1,7.61,2.18,0.150781
60,7649,20,7276,1,9.07,3.75,0.125312
65,7753,11,7330,1,10.55,4.52,0.115625
70,7770,12,7315,1,10.79,4.31,0.117343
75,7844,5,7442,1,11.85,6.12,0.111562
80,7914,5,7624,1,12.85,8.71,0.110468
85,7894,2,7624,1,12.56,8.71,0.107656
90,7937,1,7627,3,13.18,8.76,0.106562
95,7944,1,7440,1,13.28,6.09,0.106718
100,7984,0,7698,1,13.85,9.77,0.106562
