Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1138,4,1130,21,4.12,3.39,0.200937
5,1138,8,1130,18,4.12,3.39,0.208906
10,1137,22,1121,2,4.03,2.56,0.234687
15,1137,28,1093,1,4.03,0.0,0.248906
20,1137,27,1116,1,4.03,2.1,0.246875
25,1136,41,1093,1,3.93,0.0,0.276093
30,1135,44,1093,2,3.84,0.0,0.29125
35,1137,35,1093,1,4.03,0.0,0.285156
40,1140,23,1113,1,4.3,1.83,0.245312
45,1141,8,1124,1,4.39,2.84,0.214843
50,1142,3,1130,13,4.48,3.39,0.205937
55,1143,1,1130,8,4.57,3.39,0.203437
60,1146,1,1130,2,4.85,3.39,0.202187
65,1146,0,1130,5,4.85,3.39,0.201875
70,1145,0,1130,6,4.76,3.39,0.208437
75,1146,0,1130,2,4.85,3.39,0.206562
80,1146,0,1130,4,4.85,3.39,0.209687
85,1145,0,1130,1,4.76,3.39,0.200468
90,1147,0,1130,2,4.94,3.39,0.200937
95,1146,0,1134,20,4.85,3.75,0.201093
100,1149,0,1130,1,5.12,3.39,0.201562
