Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,7168,19,7166,80,2.21,2.18,0.119843
5,7157,31,7047,8,2.05,0.48,0.133906
10,7137,46,7013,1,1.77,0.0,0.148281
15,7122,61,7047,37,1.55,0.48,0.164687
20,7110,80,7013,6,1.38,0.0,0.185156
25,7096,95,7013,7,1.18,0.0,0.200312
30,7105,118,7013,10,1.31,0.0,0.226093
35,7136,119,7013,6,1.75,0.0,0.230468
40,7183,107,7013,2,2.42,0.0,0.222031
45,7293,80,7043,1,3.99,0.43,0.191718
50,7410,56,7178,1,5.66,2.35,0.169062
55,7543,41,7186,1,7.56,2.47,0.152656
60,7651,27,7329,1,9.1,4.51,0.138593
65,7738,16,7359,1,10.34,4.93,0.125937
70,7768,12,7314,1,10.77,4.29,0.124218
75,7858,3,7440,1,12.05,6.09,0.114062
80,7886,2,7478,2,12.45,6.63,0.113125
85,7941,2,7440,1,13.23,6.09,0.112187
90,7941,2,7605,1,13.23,8.44,0.11375
95,7987,1,7500,1,13.89,6.94,0.112187
100,8016,0,7573,1,14.3,7.99,0.110937
