Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1092,22,1085,14,4.5,3.83,0.255156
5,1089,32,1063,2,4.21,1.72,0.275156
10,1087,40,1045,1,4.02,0.0,0.293281
15,1085,74,1058,3,3.83,1.24,0.363281
20,1078,106,1045,2,3.16,0.0,0.4275
25,1074,117,1045,3,2.78,0.0,0.453125
30,1076,137,1045,5,2.97,0.0,0.495625
35,1084,125,1045,1,3.73,0.0,0.470781
40,1105,88,1063,1,5.74,1.72,0.395156
45,1119,44,1073,1,7.08,2.68,0.317968
50,1143,15,1091,2,9.38,4.4,0.247031
55,1150,9,1069,1,10.05,2.3,0.235312
60,1156,3,1097,1,10.62,4.98,0.22125
65,1163,1,1097,1,11.29,4.98,0.220156
70,1168,1,1101,2,11.77,5.36,0.230937
75,1165,0,1101,9,11.48,5.36,0.226718
80,1166,0,1101,5,11.58,5.36,0.2475
85,1168,0,1101,1,11.77,5.36,0.234375
90,1167,0,1097,2,11.67,4.98,0.219843
95,1176,0,1118,1,12.54,6.99,0.21625
100,1175,0,1143,17,12.44,9.38,0.21625
