Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3399,9,3336,52,2.29,0.39,0.020468
5,3354,31,3323,9,0.93,0.0,0.024375
10,3339,42,3323,21,0.48,0.0,0.026718
15,3333,43,3323,36,0.3,0.0,0.026875
20,3330,54,3323,51,0.21,0.0,0.027812
25,3327,65,3323,70,0.12,0.0,0.030937
30,3326,65,3323,73,0.09,0.0,0.031093
35,3327,81,3323,71,0.12,0.0,0.033281
40,3327,81,3323,73,0.12,0.0,0.034375
45,3331,87,3323,59,0.24,0.0,0.035781
50,3345,95,3323,38,0.66,0.0,0.036718
55,3363,101,3323,16,1.2,0.0,0.038593
60,3383,84,3323,7,1.81,0.0,0.035781
65,3422,78,3323,3,2.98,0.0,0.034062
70,3430,75,3323,6,3.22,0.0,0.034687
75,3459,73,3323,1,4.09,0.0,0.034218
80,3483,65,3323,2,4.81,0.0,0.032968
85,3510,68,3323,1,5.63,0.0,0.032656
90,3533,67,3323,1,6.32,0.0,0.033437
95,3547,61,3336,1,6.74,0.39,0.032031
100,3547,48,3323,1,6.74,0.0,0.029531
