Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,7928,23,7870,53,6.92,6.14,0.126093
5,7859,51,7488,1,5.99,0.98,0.153906
10,7823,61,7496,6,5.5,1.09,0.163125
15,7759,83,7415,1,4.64,0.0,0.185
20,7691,105,7415,5,3.72,0.0,0.209218
25,7648,133,7415,8,3.14,0.0,0.240781
30,7600,163,7415,7,2.49,0.0,0.27375
35,7624,177,7415,8,2.82,0.0,0.293281
40,7703,165,7415,3,3.88,0.0,0.285937
45,7832,137,7474,1,5.62,0.8,0.258906
50,8008,115,7431,1,8.0,0.22,0.241718
55,8137,91,7685,1,9.74,3.64,0.214375
60,8290,69,7815,1,11.8,5.39,0.196718
65,8395,49,7929,1,13.22,6.93,0.178906
70,8511,33,7959,1,14.78,7.34,0.153906
75,8596,27,7947,1,15.93,7.17,0.148437
80,8663,17,8291,1,16.83,11.81,0.138437
85,8692,15,8247,1,17.22,11.22,0.135156
90,8771,8,8340,1,18.29,12.47,0.128125
95,8773,6,8303,1,18.31,11.98,0.126875
100,8805,2,8369,1,18.75,12.87,0.122968
