Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2265,4,2265,100,0.0,0.0,0.040156
5,2265,3,2265,100,0.0,0.0,0.039843
10,2265,5,2265,100,0.0,0.0,0.039375
15,2265,5,2265,100,0.0,0.0,0.039687
20,2265,7,2265,100,0.0,0.0,0.04125
25,2265,9,2265,100,0.0,0.0,0.042031
30,2265,9,2265,100,0.0,0.0,0.042656
35,2265,13,2265,100,0.0,0.0,0.044687
40,2268,27,2265,88,0.13,0.0,0.049843
45,2272,32,2265,73,0.31,0.0,0.052343
50,2281,21,2265,52,0.71,0.0,0.048125
55,2292,14,2265,39,1.19,0.0,0.045
60,2302,8,2265,26,1.63,0.0,0.044687
65,2314,7,2265,18,2.16,0.0,0.043281
70,2323,7,2265,10,2.56,0.0,0.043437
75,2326,3,2265,15,2.69,0.0,0.041875
80,2333,0,2265,7,3.0,0.0,0.04125
85,2331,0,2265,7,2.91,0.0,0.040937
90,2335,0,2265,7,3.09,0.0,0.040312
95,2344,0,2265,3,3.49,0.0,0.041406
100,2341,1,2265,3,3.36,0.0,0.041875
