Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2416,8,2407,27,7.14,6.74,0.322656
5,2375,34,2255,19,5.32,0.0,0.410312
10,2331,53,2255,44,3.37,0.0,0.450625
15,2321,63,2255,51,2.93,0.0,0.488125
20,2302,67,2255,61,2.08,0.0,0.507031
25,2290,75,2255,72,1.55,0.0,0.527187
30,2298,90,2255,58,1.91,0.0,0.581093
35,2317,90,2255,44,2.75,0.0,0.585
40,2345,81,2255,25,3.99,0.0,0.566562
45,2403,34,2255,7,6.56,0.0,0.4275
50,2437,15,2255,1,8.07,0.0,0.3925
55,2447,10,2283,1,8.51,1.24,0.364062
60,2459,4,2331,1,9.05,3.37,0.340468
65,2465,1,2255,1,9.31,0.0,0.330781
70,2464,0,2255,1,9.27,0.0,0.345
75,2461,0,2255,1,9.14,0.0,0.329062
80,2475,0,2376,1,9.76,5.37,0.329062
85,2475,0,2255,1,9.76,0.0,0.331093
90,2476,0,2415,1,9.8,7.1,0.331875
95,2475,0,2376,1,9.76,5.37,0.331406
100,2487,0,2420,1,10.29,7.32,0.3325
