Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2318,10,2270,61,2.11,0.0,0.04
5,2293,31,2270,82,1.01,0.0,0.047031
10,2279,37,2270,91,0.4,0.0,0.049062
15,2273,42,2270,96,0.13,0.0,0.050937
20,2275,45,2270,93,0.22,0.0,0.052343
25,2273,55,2270,94,0.13,0.0,0.056093
30,2275,69,2270,91,0.22,0.0,0.061406
35,2277,94,2270,87,0.31,0.0,0.071562
40,2286,95,2270,71,0.7,0.0,0.071875
45,2314,102,2270,34,1.94,0.0,0.076562
50,2329,113,2270,24,2.6,0.0,0.080312
55,2356,99,2270,10,3.79,0.0,0.076718
60,2406,84,2270,1,5.99,0.0,0.071562
65,2423,62,2270,2,6.74,0.0,0.063906
70,2441,52,2270,1,7.53,0.0,0.063593
75,2464,34,2270,1,8.55,0.0,0.063437
80,2469,29,2347,2,8.77,3.39,0.051875
85,2485,16,2365,1,9.47,4.19,0.047031
90,2487,20,2329,1,9.56,2.6,0.049062
95,2498,19,2381,1,10.04,4.89,0.051562
100,2510,13,2327,1,10.57,2.51,0.046718
