Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,7914,27,7671,11,6.24,2.98,0.134375
5,7711,65,7449,4,3.52,0.0,0.174218
10,7624,84,7449,12,2.35,0.0,0.207031
15,7575,94,7449,20,1.69,0.0,0.205625
20,7538,107,7449,29,1.19,0.0,0.219375
25,7531,140,7449,33,1.1,0.0,0.255468
30,7533,161,7449,26,1.13,0.0,0.277343
35,7557,169,7449,22,1.45,0.0,0.287187
40,7657,141,7449,3,2.79,0.0,0.258281
45,7762,132,7449,1,4.2,0.0,0.248593
50,7912,136,7453,1,6.22,0.05,0.25375
55,8107,104,7554,1,8.83,1.41,0.221406
60,8233,84,7818,1,10.52,4.95,0.200781
65,8429,72,7817,1,13.16,4.94,0.188437
70,8577,42,8029,1,15.14,7.79,0.156093
75,8606,25,7939,1,15.53,6.58,0.137187
80,8744,31,8206,1,17.38,10.16,0.144218
85,8788,23,8077,1,17.98,8.43,0.136875
90,8902,22,8534,1,19.51,14.57,0.13625
95,8930,17,8094,1,19.88,8.66,0.129062
100,8971,15,8400,1,20.43,12.77,0.131406
