Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
25,2265,10,2265,0.0,0.0,0.042968,0.046875
25,2507,85,2505,0.08,0.0,0.06640599999999999,0.0625
15,2298,36,2270,1.23,0.0,0.049218,0.046875
10,2109,82,2103,0.29,0.0,0.06625,0.0625
20,2139,53,2088,2.44,0.0,0.055625,0.078125
35,2168,61,2160,0.37,0.0,0.055,0.0625
30,2131,97,2085,2.21,0.0,0.080937,0.109375
30,2113,32,2088,1.34,0.14,0.050781,0.0625
30,2141,54,2138,0.14,0.0,0.05171799999999999,0.046875
20,2714,69,2675,1.46,0.0,0.056875,0.078125
