Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1780,13,1699,15,7.55,2.66,0.769687
5,1786,18,1699,11,7.92,2.66,0.804843
10,1780,25,1699,16,7.55,2.66,0.854375
15,1765,33,1699,25,6.65,2.66,0.857343
20,1764,54,1699,18,6.59,2.66,1.039531
25,1780,70,1699,10,7.55,2.66,1.169843
30,1780,88,1699,5,7.55,2.66,1.267968
35,1787,63,1697,1,7.98,2.54,1.112343
40,1822,29,1699,2,10.09,2.66,0.893593
45,1845,19,1730,1,11.48,4.53,0.833125
50,1852,6,1728,1,11.9,4.41,0.763437
55,1855,2,1754,3,12.08,5.98,0.718281
60,1858,1,1754,1,12.27,5.98,0.705468
65,1868,0,1756,1,12.87,6.1,0.70125
70,1869,0,1782,7,12.93,7.67,0.705
75,1870,0,1766,1,12.99,6.71,0.705468
80,1872,0,1756,1,13.11,6.1,0.70875
85,1876,0,1822,12,13.35,10.09,0.707656
90,1872,0,1782,2,13.11,7.67,0.709531
95,1883,0,1782,1,13.78,7.67,0.744531
100,1878,0,1822,14,13.47,10.09,0.710468
