Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1219,5,1210,30,5.27,4.49,0.233125
5,1202,39,1170,8,3.8,1.04,0.307968
10,1196,50,1162,1,3.28,0.35,0.330156
15,1193,56,1166,1,3.02,0.69,0.344687
20,1185,82,1158,2,2.33,0.0,0.401562
25,1184,99,1158,1,2.25,0.0,0.446718
30,1184,108,1162,1,2.25,0.35,0.477968
35,1187,131,1158,3,2.5,0.0,0.544531
40,1206,74,1170,2,4.15,1.04,0.433281
45,1217,41,1158,1,5.09,0.0,0.360468
50,1226,16,1186,2,5.87,2.42,0.28625
55,1227,4,1189,1,5.96,2.68,0.260156
60,1232,2,1210,3,6.39,4.49,0.25625
65,1233,0,1207,1,6.48,4.23,0.255625
70,1235,0,1210,1,6.65,4.49,0.267187
75,1235,0,1214,8,6.65,4.84,0.258593
80,1234,0,1210,3,6.56,4.49,0.269843
85,1232,0,1210,1,6.39,4.49,0.261875
90,1239,0,1210,1,6.99,4.49,0.265
95,1238,0,1212,1,6.91,4.66,0.265781
100,1238,0,1224,21,6.91,5.7,0.265312
