Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1089,22,1081,16,9.23,8.43,0.254843
5,1088,28,1081,25,9.13,8.43,0.267343
10,1087,34,1054,2,9.03,5.72,0.280625
15,1085,55,1027,1,8.83,3.01,0.335468
20,1082,59,1031,1,8.53,3.41,0.334062
25,1080,100,997,2,8.32,0.0,0.418281
30,1077,119,997,1,8.02,0.0,0.459843
35,1083,110,997,1,8.63,0.0,0.44125
40,1101,59,1025,1,10.43,2.81,0.34125
45,1111,26,1092,1,11.43,9.53,0.272343
50,1121,10,1099,1,12.44,10.23,0.2375
55,1123,5,1106,1,12.64,10.93,0.230312
60,1127,2,1093,1,13.04,9.63,0.22625
65,1127,1,1107,1,13.04,11.03,0.220156
70,1127,0,1107,1,13.04,11.03,0.220156
75,1130,0,1112,2,13.34,11.53,0.220781
80,1132,0,1112,1,13.54,11.53,0.218593
85,1134,0,1113,3,13.74,11.63,0.23
90,1137,0,1107,1,14.04,11.03,0.219062
95,1135,0,1114,1,13.84,11.74,0.22
100,1138,0,1109,1,14.14,11.23,0.219218
