Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,9107,5,8964,25,3.1,1.48,0.115781
5,9094,8,8886,4,2.95,0.6,0.117187
10,9093,13,8840,1,2.94,0.08,0.123281
15,9065,26,8840,4,2.63,0.08,0.135937
20,9050,45,8840,7,2.46,0.08,0.157343
25,8978,86,8833,1,1.64,0.0,0.202187
30,8990,91,8833,4,1.78,0.0,0.207343
35,8985,102,8833,2,1.72,0.0,0.218906
40,9026,92,8833,1,2.18,0.0,0.209531
45,9099,57,8833,1,3.01,0.0,0.172031
50,9144,35,8893,1,3.52,0.68,0.149218
55,9200,22,8886,2,4.15,0.6,0.135937
60,9216,10,8981,1,4.34,1.68,0.125625
65,9246,4,9042,1,4.68,2.37,0.116562
70,9234,4,9002,1,4.54,1.91,0.117187
75,9278,2,9152,15,5.04,3.61,0.114531
80,9305,1,9152,9,5.34,3.61,0.114062
85,9302,1,9149,1,5.31,3.58,0.115
90,9307,0,9152,9,5.37,3.61,0.113593
95,9297,1,9149,1,5.25,3.58,0.114062
100,9350,0,9152,1,5.85,3.61,0.113125
