Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,8010,23,8007,98,0.87,0.83,0.142968
5,8002,50,7998,60,0.77,0.72,0.165781
10,7997,58,7941,1,0.71,0.0,0.184687
15,7994,69,7941,3,0.67,0.0,0.207187
20,7991,86,7941,3,0.63,0.0,0.214843
25,7989,88,7941,9,0.6,0.0,0.218593
30,7984,119,7941,11,0.54,0.0,0.261406
35,7992,132,7941,11,0.64,0.0,0.282968
40,8013,135,7941,3,0.91,0.0,0.301562
45,8069,110,7969,2,1.61,0.35,0.296406
50,8162,99,7955,1,2.78,0.18,0.26375
55,8293,89,7998,1,4.43,0.72,0.251718
60,8407,60,8078,1,5.87,1.73,0.212031
65,8522,49,8136,1,7.32,2.46,0.200312
70,8591,33,8167,1,8.19,2.85,0.180156
75,8707,21,8190,1,9.65,3.14,0.164062
80,8711,24,8214,1,9.7,3.44,0.171562
85,8800,10,8399,1,10.82,5.77,0.150625
90,8812,12,8137,1,10.97,2.47,0.155312
95,8900,6,8480,1,12.08,6.79,0.146875
100,8914,7,8164,1,12.25,2.81,0.151718
