Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,8119,17,7989,57,2.81,1.16,0.135156
5,8033,41,7897,12,1.72,0.0,0.16375
10,8009,56,7897,12,1.42,0.0,0.18125
15,7996,72,7897,20,1.25,0.0,0.201562
20,7989,84,7897,21,1.16,0.0,0.220937
25,7962,111,7897,32,0.82,0.0,0.258125
30,7969,117,7897,26,0.91,0.0,0.276718
35,7967,137,7897,18,0.89,0.0,0.310312
40,8045,101,7897,4,1.87,0.0,0.262968
45,8146,89,7897,1,3.15,0.0,0.247343
50,8260,63,7960,1,4.6,0.8,0.215625
55,8327,39,7963,1,5.45,0.84,0.186093
60,8433,21,7990,1,6.79,1.18,0.164062
65,8457,16,8100,1,7.09,2.57,0.159843
70,8476,12,8107,1,7.33,2.66,0.155781
75,8552,4,8159,1,8.29,3.32,0.143906
80,8550,5,8274,1,8.27,4.77,0.144687
85,8625,2,8392,1,9.22,6.27,0.141562
90,8605,2,8392,1,8.97,6.27,0.142343
95,8652,2,8343,1,9.56,5.65,0.142656
100,8718,0,8222,1,10.4,4.12,0.140781
