Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1870,14,1810,11,6.67,3.25,0.353437
5,1869,27,1810,11,6.62,3.25,0.395625
10,1863,37,1810,13,6.27,3.25,0.429062
15,1851,60,1772,1,5.59,1.08,0.509062
20,1852,72,1802,1,5.65,2.8,0.531093
25,1838,126,1760,1,4.85,0.4,0.69125
30,1847,123,1760,1,5.36,0.4,0.700312
35,1871,83,1789,1,6.73,2.05,0.5675
40,1900,50,1823,1,8.39,3.99,0.467656
45,1915,20,1842,1,9.24,5.08,0.3775
50,1927,7,1828,1,9.93,4.28,0.338593
55,1936,2,1882,1,10.44,7.36,0.325468
60,1938,1,1890,10,10.55,7.82,0.322968
65,1945,0,1882,1,10.95,7.36,0.321562
70,1941,0,1890,10,10.72,7.82,0.319218
75,1945,0,1890,10,10.95,7.82,0.320468
80,1949,0,1882,1,11.18,7.36,0.320312
85,1949,0,1890,11,11.18,7.82,0.331718
90,1945,0,1890,13,10.95,7.82,0.320312
95,1945,0,1890,10,10.95,7.82,0.321562
100,1952,0,1890,10,11.35,7.82,0.319843
