Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,990,18,937,16,5.66,0.0,0.239218
5,985,32,937,12,5.12,0.0,0.265625
10,974,45,937,19,3.95,0.0,0.292031
15,969,69,937,10,3.42,0.0,0.353437
20,966,82,937,15,3.09,0.0,0.368125
25,962,107,937,19,2.67,0.0,0.419531
30,968,119,937,18,3.31,0.0,0.4475
35,991,72,937,10,5.76,0.0,0.356406
40,1010,44,940,2,7.79,0.32,0.302187
45,1016,15,937,2,8.43,0.0,0.242812
50,1020,6,963,7,8.86,2.77,0.226406
55,1023,1,940,2,9.18,0.32,0.217031
60,1021,0,940,1,8.96,0.32,0.216875
65,1031,0,961,1,10.03,2.56,0.218593
70,1032,0,963,2,10.14,2.77,0.2175
75,1032,0,963,6,10.14,2.77,0.215781
80,1035,0,963,2,10.46,2.77,0.219687
85,1036,0,963,2,10.57,2.77,0.219843
90,1036,0,963,1,10.57,2.77,0.23625
95,1036,0,960,1,10.57,2.45,0.223125
100,1040,0,972,1,10.99,3.74,0.218437
