Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,9154,21,9035,57,1.47,0.16,0.148281
5,9134,37,9035,58,1.25,0.16,0.170781
10,9117,50,9021,1,1.06,0.0,0.181562
15,9086,60,9021,5,0.72,0.0,0.19875
20,9089,70,9021,3,0.75,0.0,0.216718
25,9080,98,9021,14,0.65,0.0,0.253593
30,9061,110,9021,16,0.44,0.0,0.268281
35,9086,131,9021,17,0.72,0.0,0.295937
40,9155,100,9021,1,1.49,0.0,0.254218
45,9243,55,9021,1,2.46,0.0,0.200312
50,9295,32,9052,1,3.04,0.34,0.172187
55,9325,20,9064,1,3.37,0.48,0.155312
60,9364,12,9212,1,3.8,2.12,0.146093
65,9361,4,9111,1,3.77,1.0,0.136406
70,9367,3,9167,1,3.84,1.62,0.134531
75,9392,1,9238,2,4.11,2.41,0.132968
80,9399,1,9238,1,4.19,2.41,0.13375
85,9392,0,9238,1,4.11,2.41,0.132968
90,9392,0,9238,1,4.11,2.41,0.134062
95,9410,0,9238,1,4.31,2.41,0.132968
100,9425,0,9245,1,4.48,2.48,0.132656
