Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,7876,12,7797,22,2.21,1.18,0.035468
5,7758,67,7706,33,0.67,0.0,0.050937
10,7715,72,7706,74,0.12,0.0,0.052031
15,7712,71,7706,81,0.08,0.0,0.051875
20,7709,71,7706,89,0.04,0.0,0.052031
25,7707,70,7706,96,0.01,0.0,0.051406
30,7706,74,7706,97,0.0,0.0,0.052968
35,7708,77,7706,90,0.03,0.0,0.054218
40,7711,99,7706,83,0.06,0.0,0.065312
45,7728,103,7706,47,0.29,0.0,0.0625
50,7749,105,7706,32,0.56,0.0,0.063593
55,7781,107,7706,18,0.97,0.0,0.065312
60,7811,111,7706,9,1.36,0.0,0.066093
65,7873,98,7706,8,2.17,0.0,0.062968
70,7923,92,7735,3,2.82,0.38,0.060781
75,7982,78,7735,1,3.58,0.38,0.057812
80,8028,78,7756,1,4.18,0.65,0.056875
85,8049,65,7749,1,4.45,0.56,0.052812
90,8102,64,7756,2,5.14,0.65,0.052968
95,8167,49,7869,1,5.98,2.12,0.048593
100,8168,51,7749,1,6.0,0.56,0.049375
