Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2055,3,2034,21,6.59,5.5,0.329375
5,2057,7,2017,1,6.69,4.62,0.341718
10,2057,14,2017,1,6.69,4.62,0.372968
15,2049,12,2017,2,6.28,4.62,0.37
20,2047,26,1981,1,6.17,2.75,0.424062
25,2048,37,1967,1,6.22,2.02,0.475468
30,2045,36,1962,1,6.07,1.76,0.468593
35,2056,24,1995,1,6.64,3.48,0.421406
40,2063,10,2015,1,7.0,4.51,0.3775
45,2067,8,2021,1,7.21,4.82,0.376718
50,2063,2,2034,23,7.0,5.5,0.358593
55,2071,1,2014,1,7.42,4.46,0.361406
60,2069,0,2034,20,7.31,5.5,0.35875
65,2068,0,2034,27,7.26,5.5,0.358593
70,2072,0,2034,21,7.47,5.5,0.371562
75,2071,0,2034,28,7.42,5.5,0.367343
80,2071,0,2034,21,7.42,5.5,0.366875
85,2074,0,2034,26,7.57,5.5,0.365468
90,2079,0,2034,24,7.83,5.5,0.37
95,2075,0,2034,19,7.62,5.5,0.3725
100,2088,0,2034,16,8.3,5.5,0.369531
