Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2375,10,2340,50,1.5,0.0,0.755625
5,2370,14,2340,55,1.28,0.0,0.782656
10,2367,22,2340,61,1.15,0.0,0.82
15,2371,26,2340,53,1.32,0.0,0.836875
20,2360,34,2340,68,0.85,0.0,0.88625
25,2367,46,2340,56,1.15,0.0,1.032812
30,2366,56,2340,59,1.11,0.0,1.093906
35,2382,64,2340,32,1.79,0.0,1.133437
40,2410,41,2340,12,2.99,0.0,1.035312
45,2430,28,2340,5,3.85,0.0,0.933281
50,2449,10,2340,4,4.66,0.0,0.811875
55,2460,6,2340,1,5.13,0.0,0.791406
60,2464,3,2340,1,5.3,0.0,0.811562
65,2468,1,2340,1,5.47,0.0,0.780781
70,2469,1,2377,1,5.51,1.58,0.777187
75,2474,0,2358,1,5.73,0.77,0.77
80,2480,0,2395,3,5.98,2.35,0.7575
85,2483,0,2358,1,6.11,0.77,0.704687
90,2486,0,2377,1,6.24,1.58,0.761718
95,2491,0,2392,1,6.45,2.22,0.787812
100,2495,0,2436,27,6.62,4.1,0.792031
