Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3004,5,3000,74,0.13,0.0,0.035625
5,3001,16,3000,91,0.03,0.0,0.038906
10,3000,15,3000,100,0.0,0.0,0.037812
15,3000,13,3000,100,0.0,0.0,0.037968
20,3000,12,3000,100,0.0,0.0,0.037656
25,3000,15,3000,100,0.0,0.0,0.039218
30,3000,17,3000,100,0.0,0.0,0.039375
35,3000,20,3000,100,0.0,0.0,0.040625
40,3000,30,3000,99,0.0,0.0,0.044687
45,3000,29,3000,98,0.0,0.0,0.044218
50,3001,40,3000,90,0.03,0.0,0.048125
55,3003,54,3000,80,0.1,0.0,0.053125
60,3008,49,3000,58,0.27,0.0,0.051093
65,3011,54,3000,52,0.37,0.0,0.053281
70,3017,45,3000,31,0.57,0.0,0.050468
75,3024,43,3000,16,0.8,0.0,0.049687
80,3027,38,3000,15,0.9,0.0,0.048437
85,3031,40,3000,12,1.03,0.0,0.04875
90,3035,30,3000,12,1.17,0.0,0.045625
95,3039,31,3000,6,1.3,0.0,0.045468
100,3042,20,3000,7,1.4,0.0,0.042812
