Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3880,5,3870,84,0.26,0.0,0.017343
5,3874,9,3870,93,0.1,0.0,0.017656
10,3873,10,3870,95,0.08,0.0,0.016718
15,3871,10,3870,98,0.03,0.0,0.017656
20,3870,9,3870,100,0.0,0.0,0.016875
25,3870,9,3870,100,0.0,0.0,0.017031
30,3870,15,3870,100,0.0,0.0,0.019062
35,3870,18,3870,100,0.0,0.0,0.018906
40,3870,22,3870,99,0.0,0.0,0.020468
45,3870,29,3870,100,0.0,0.0,0.021718
50,3871,35,3870,97,0.03,0.0,0.022656
55,3875,45,3870,91,0.13,0.0,0.025468
60,3875,56,3870,91,0.13,0.0,0.027343
65,3884,63,3870,78,0.36,0.0,0.029218
70,3891,61,3870,69,0.54,0.0,0.029062
75,3903,56,3870,54,0.85,0.0,0.027812
80,3908,64,3870,49,0.98,0.0,0.03
85,3913,66,3870,45,1.11,0.0,0.030156
90,3916,62,3870,42,1.19,0.0,0.030468
95,3929,65,3870,31,1.52,0.0,0.031093
100,3934,59,3870,34,1.65,0.0,0.029375
