Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2086,6,2085,91,0.05,0.0,0.04
5,2085,9,2085,94,0.0,0.0,0.040937
10,2085,13,2085,96,0.0,0.0,0.040937
15,2085,16,2085,100,0.0,0.0,0.043125
20,2085,17,2085,95,0.0,0.0,0.043906
25,2085,19,2085,99,0.0,0.0,0.045312
30,2086,28,2085,95,0.05,0.0,0.056562
35,2087,35,2085,86,0.1,0.0,0.057031
40,2090,46,2085,67,0.24,0.0,0.066406
45,2097,34,2085,45,0.58,0.0,0.059531
50,2108,32,2085,25,1.1,0.0,0.050468
55,2129,17,2085,13,2.11,0.0,0.045156
60,2133,7,2085,17,2.3,0.0,0.042187
65,2143,5,2085,12,2.78,0.0,0.040781
70,2141,3,2085,14,2.69,0.0,0.040468
75,2157,1,2085,4,3.45,0.0,0.040156
80,2154,1,2085,7,3.31,0.0,0.04
85,2160,0,2085,3,3.6,0.0,0.04
90,2163,0,2085,4,3.74,0.0,0.038906
95,2163,0,2085,2,3.74,0.0,0.040312
100,2163,0,2085,2,3.74,0.0,0.04375
