Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3849,2,3846,96,0.08,0.0,0.016093
5,3846,2,3846,100,0.0,0.0,0.016875
10,3846,3,3846,99,0.0,0.0,0.016718
15,3846,3,3846,100,0.0,0.0,0.015937
20,3846,4,3846,100,0.0,0.0,0.016093
25,3846,6,3846,100,0.0,0.0,0.017656
30,3846,5,3846,100,0.0,0.0,0.016406
35,3846,6,3846,100,0.0,0.0,0.016718
40,3846,13,3846,100,0.0,0.0,0.01875
45,3846,15,3846,99,0.0,0.0,0.018437
50,3846,23,3846,97,0.0,0.0,0.019687
55,3847,25,3846,93,0.03,0.0,0.020937
60,3849,36,3846,85,0.08,0.0,0.021875
65,3853,28,3846,73,0.18,0.0,0.021718
70,3860,21,3846,62,0.36,0.0,0.019531
75,3861,26,3846,61,0.39,0.0,0.020937
80,3869,29,3846,51,0.6,0.0,0.022187
85,3874,18,3846,49,0.73,0.0,0.019218
90,3875,21,3846,43,0.75,0.0,0.020781
95,3875,22,3846,45,0.75,0.0,0.020156
100,3892,16,3846,34,1.2,0.0,0.019218
