Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,7680,13,7446,48,3.14,0.0,0.035781
5,7520,31,7446,79,0.99,0.0,0.04125
10,7505,54,7446,78,0.79,0.0,0.048437
15,7495,50,7446,78,0.66,0.0,0.047031
20,7488,58,7446,82,0.56,0.0,0.049687
25,7458,63,7446,91,0.16,0.0,0.051406
30,7459,85,7446,92,0.17,0.0,0.058125
35,7460,95,7446,90,0.19,0.0,0.060937
40,7500,101,7446,65,0.73,0.0,0.063906
45,7528,108,7446,45,1.1,0.0,0.065468
50,7575,117,7446,26,1.73,0.0,0.068437
55,7653,119,7446,9,2.78,0.0,0.071093
60,7754,107,7446,6,4.14,0.0,0.065781
65,7802,101,7490,2,4.78,0.59,0.064218
70,7876,84,7540,1,5.77,1.26,0.060312
75,7977,96,7533,1,7.13,1.17,0.063125
80,8005,72,7616,1,7.51,2.28,0.055468
85,8049,70,7616,1,8.1,2.28,0.055781
90,8101,55,7616,1,8.8,2.28,0.050937
95,8149,49,7611,1,9.44,2.22,0.049062
100,8204,51,7773,1,10.18,4.39,0.049843
