Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,4282,0,4256,63,5.96,5.32,0.093906
5,4239,25,4041,6,4.9,0.0,0.1175
10,4204,41,4041,15,4.03,0.0,0.133906
15,4152,63,4041,30,2.75,0.0,0.159531
20,4115,88,4041,48,1.83,0.0,0.187656
25,4110,84,4041,50,1.71,0.0,0.187968
30,4106,97,4041,51,1.61,0.0,0.206093
35,4102,120,4041,49,1.51,0.0,0.238906
40,4124,90,4041,34,2.05,0.0,0.208281
45,4196,67,4041,10,3.84,0.0,0.184062
50,4225,40,4041,5,4.55,0.0,0.155937
55,4254,22,4041,2,5.27,0.0,0.135
60,4272,9,4129,1,5.72,2.18,0.123437
65,4272,6,4041,2,5.72,0.0,0.118906
70,4279,2,4156,1,5.89,2.85,0.116875
75,4285,4,4171,1,6.04,3.22,0.118281
80,4285,1,4192,2,6.04,3.74,0.115937
85,4270,2,4128,2,5.67,2.15,0.117187
90,4296,0,4201,1,6.31,3.96,0.115781
95,4290,0,4214,1,6.16,4.28,0.115156
100,4292,0,4201,2,6.21,3.96,0.116562
