Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,7162,18,7114,12,2.12,1.44,0.1175
5,7143,30,7047,11,1.85,0.48,0.127656
10,7129,43,7047,24,1.65,0.48,0.142187
15,7121,52,7047,25,1.54,0.48,0.150312
20,7104,76,7013,4,1.3,0.0,0.173906
25,7104,93,7013,3,1.3,0.0,0.189218
30,7108,112,7013,8,1.35,0.0,0.2225
35,7131,115,7013,5,1.68,0.0,0.212968
40,7195,92,7035,1,2.6,0.31,0.191406
45,7265,78,7063,1,3.59,0.71,0.178281
50,7380,43,7150,1,5.23,1.95,0.142968
55,7458,28,7172,1,6.35,2.27,0.131093
60,7521,11,7237,1,7.24,3.19,0.113593
65,7567,8,7284,1,7.9,3.86,0.111718
70,7593,5,7292,1,8.27,3.98,0.107968
75,7604,3,7309,2,8.43,4.22,0.106406
80,7682,1,7428,1,9.54,5.92,0.105156
85,7665,1,7440,1,9.3,6.09,0.104218
90,7703,0,7365,1,9.84,5.02,0.10375
95,7692,0,7360,1,9.68,4.95,0.124375
100,7766,0,7431,2,10.74,5.96,0.104843
