Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3930,4,3928,97,0.05,0.0,0.019218
5,3931,4,3928,96,0.08,0.0,0.019687
10,3928,7,3928,99,0.0,0.0,0.018437
15,3930,7,3928,97,0.05,0.0,0.019218
20,3928,12,3928,100,0.0,0.0,0.019218
25,3928,14,3928,99,0.0,0.0,0.022343
30,3928,18,3928,100,0.0,0.0,0.021093
35,3928,13,3928,100,0.0,0.0,0.019687
40,3929,27,3928,97,0.03,0.0,0.022656
45,3930,39,3928,95,0.05,0.0,0.024062
50,3934,46,3928,83,0.15,0.0,0.025781
55,3935,54,3928,82,0.18,0.0,0.026718
60,3951,64,3928,52,0.59,0.0,0.029218
65,3953,60,3928,48,0.64,0.0,0.027656
70,3961,61,3928,41,0.84,0.0,0.02875
75,3967,61,3928,36,0.99,0.0,0.029218
80,3979,45,3928,26,1.3,0.0,0.025468
85,3987,59,3928,20,1.5,0.0,0.028906
90,3991,44,3928,18,1.6,0.0,0.025468
95,4003,43,3928,13,1.91,0.0,0.02625
100,4006,42,3928,8,1.99,0.0,0.025468
