Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1952,24,1933,16,8.14,7.09,0.682343
5,1947,35,1911,3,7.87,5.87,0.808125
10,1942,49,1896,3,7.59,5.04,0.921406
15,1942,60,1874,1,7.59,3.82,0.975468
20,1932,85,1808,1,7.04,0.17,0.989687
25,1927,117,1805,1,6.76,0.0,0.813906
30,1931,113,1805,1,6.98,0.0,0.789843
35,1955,107,1819,1,8.31,0.78,0.788906
40,1990,75,1926,2,10.25,6.7,0.652812
45,2025,33,1924,1,12.19,6.59,0.528593
50,2044,14,1973,1,13.24,9.31,0.425625
55,2054,4,1997,1,13.8,10.64,0.391875
60,2061,3,1973,1,14.18,9.31,0.3875
65,2065,2,1989,1,14.4,10.19,0.389687
70,2073,0,2017,6,14.85,11.75,0.399375
75,2072,0,2010,1,14.79,11.36,0.394843
80,2068,0,2013,1,14.57,11.52,0.397187
85,2079,0,2018,1,15.18,11.8,0.38625
90,2081,0,2002,1,15.29,10.91,0.394687
95,2079,0,2003,1,15.18,10.97,0.402656
100,2085,0,2003,1,15.51,10.97,0.400781
