Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,7320,16,7313,96,0.1,0.0,0.030312
5,7314,18,7313,99,0.01,0.0,0.031875
10,7316,20,7313,98,0.04,0.0,0.031406
15,7313,22,7313,100,0.0,0.0,0.031562
20,7314,27,7313,99,0.01,0.0,0.034375
25,7314,29,7313,99,0.01,0.0,0.035312
30,7313,37,7313,100,0.0,0.0,0.038437
35,7314,53,7313,99,0.01,0.0,0.043593
40,7318,63,7313,97,0.07,0.0,0.048593
45,7316,70,7313,95,0.04,0.0,0.051875
50,7323,98,7313,87,0.14,0.0,0.062968
55,7372,86,7313,49,0.81,0.0,0.059062
60,7400,83,7313,34,1.19,0.0,0.05875
65,7429,89,7313,28,1.59,0.0,0.061875
70,7466,71,7313,15,2.09,0.0,0.057031
75,7532,66,7313,8,2.99,0.0,0.055468
80,7547,51,7313,7,3.2,0.0,0.051093
85,7583,54,7313,4,3.69,0.0,0.052031
90,7615,49,7313,4,4.13,0.0,0.050468
95,7648,42,7313,2,4.58,0.0,0.048437
100,7683,39,7389,2,5.06,1.04,0.0475
