Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1234,14,1213,30,8.34,6.5,0.230156
5,1232,27,1178,2,8.17,3.42,0.262968
10,1227,46,1172,1,7.73,2.9,0.291093
15,1219,53,1165,1,7.02,2.28,0.313593
20,1208,92,1161,1,6.06,1.93,0.385625
25,1197,128,1139,1,5.09,0.0,0.454687
30,1189,142,1139,4,4.39,0.0,0.487031
35,1201,129,1140,1,5.44,0.09,0.463906
40,1229,78,1154,1,7.9,1.32,0.363125
45,1250,38,1204,1,9.75,5.71,0.283906
50,1259,12,1208,1,10.54,6.06,0.232968
55,1262,6,1199,1,10.8,5.27,0.219687
60,1264,2,1217,1,10.97,6.85,0.212656
65,1267,0,1242,1,11.24,9.04,0.211875
70,1266,0,1225,1,11.15,7.55,0.209687
75,1267,0,1197,1,11.24,5.09,0.21
80,1267,0,1225,1,11.24,7.55,0.212187
85,1268,0,1238,1,11.33,8.69,0.214062
90,1269,0,1225,1,11.41,7.55,0.22125
95,1274,0,1243,1,11.85,9.13,0.212812
100,1271,0,1245,1,11.59,9.31,0.209375
