Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3087,15,3030,51,10.72,8.68,0.115625
5,2987,47,2801,1,7.14,0.47,0.124843
10,2925,65,2788,2,4.91,0.0,0.142031
15,2878,97,2788,6,3.23,0.0,0.172656
20,2841,102,2788,15,1.9,0.0,0.173281
25,2822,111,2788,25,1.22,0.0,0.183593
30,2822,133,2788,31,1.22,0.0,0.2025
35,2820,151,2788,33,1.15,0.0,0.219687
40,2855,148,2788,14,2.4,0.0,0.219843
45,2944,134,2788,2,5.6,0.0,0.208906
50,3061,86,2801,1,9.79,0.47,0.168281
55,3126,54,2908,1,12.12,4.3,0.141406
60,3197,31,2885,1,14.67,3.48,0.122031
65,3231,20,2900,1,15.89,4.02,0.113125
70,3236,10,2923,1,16.07,4.84,0.10375
75,3263,2,3086,2,17.04,10.69,0.0975
80,3282,2,3085,1,17.72,10.65,0.098125
85,3292,1,3077,1,18.08,10.37,0.097656
90,3280,1,3039,1,17.65,9.0,0.097343
95,3284,0,3086,2,17.79,10.69,0.095781
100,3316,0,3087,1,18.94,10.72,0.096875
