Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3339,11,3336,97,0.09,0.0,0.018125
5,3336,14,3336,100,0.0,0.0,0.017968
10,3336,16,3336,100,0.0,0.0,0.018437
15,3336,17,3336,100,0.0,0.0,0.017656
20,3336,18,3336,100,0.0,0.0,0.018125
25,3336,19,3336,100,0.0,0.0,0.019062
30,3336,25,3336,100,0.0,0.0,0.019531
35,3336,28,3336,100,0.0,0.0,0.020312
40,3336,36,3336,100,0.0,0.0,0.022343
45,3336,43,3336,100,0.0,0.0,0.023125
50,3336,56,3336,98,0.0,0.0,0.026093
55,3338,74,3336,93,0.06,0.0,0.028281
60,3344,71,3336,81,0.24,0.0,0.029062
65,3353,86,3336,71,0.51,0.0,0.031718
70,3370,82,3336,46,1.02,0.0,0.030312
75,3385,76,3336,39,1.47,0.0,0.030781
80,3396,81,3336,29,1.8,0.0,0.035
85,3424,71,3336,15,2.64,0.0,0.030312
90,3428,76,3336,18,2.76,0.0,0.030625
95,3450,72,3336,7,3.42,0.0,0.029218
100,3455,76,3336,8,3.57,0.0,0.03125
