Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3389,6,3336,23,1.99,0.39,0.022812
5,3360,26,3323,11,1.11,0.0,0.02625
10,3337,55,3323,36,0.42,0.0,0.031718
15,3336,53,3323,42,0.39,0.0,0.030781
20,3327,55,3323,65,0.12,0.0,0.031718
25,3325,63,3323,80,0.06,0.0,0.033437
30,3324,71,3323,86,0.03,0.0,0.034062
35,3324,70,3323,86,0.03,0.0,0.034843
40,3327,82,3323,70,0.12,0.0,0.037343
45,3331,87,3323,59,0.24,0.0,0.038593
50,3347,91,3323,39,0.72,0.0,0.038281
55,3363,85,3323,17,1.2,0.0,0.038437
60,3399,72,3323,7,2.29,0.0,0.036093
65,3422,56,3323,6,2.98,0.0,0.031718
70,3434,63,3323,4,3.34,0.0,0.03375
75,3467,50,3323,2,4.33,0.0,0.031718
80,3488,51,3323,5,4.97,0.0,0.030937
85,3512,44,3336,1,5.69,0.39,0.030625
90,3541,38,3369,2,6.56,1.38,0.029218
95,3555,39,3404,1,6.98,2.44,0.02875
100,3580,38,3403,1,7.73,2.41,0.029531
