Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2119,4,2119,100,1.63,1.63,0.037031
5,2117,7,2088,3,1.53,0.14,0.03875
10,2117,9,2085,2,1.53,0.0,0.039843
15,2116,13,2085,2,1.49,0.0,0.041562
20,2110,30,2085,13,1.2,0.0,0.047187
25,2111,34,2085,11,1.25,0.0,0.049375
30,2109,41,2085,17,1.15,0.0,0.051875
35,2112,42,2085,8,1.29,0.0,0.052343
40,2115,53,2085,12,1.44,0.0,0.056718
45,2126,45,2085,3,1.97,0.0,0.053906
50,2136,34,2085,1,2.45,0.0,0.050312
55,2152,15,2119,14,3.21,1.63,0.043593
60,2169,13,2119,19,4.03,1.63,0.042968
65,2174,5,2088,1,4.27,0.14,0.044218
70,2180,4,2119,10,4.56,1.63,0.038906
75,2181,1,2119,10,4.6,1.63,0.039218
80,2194,1,2119,3,5.23,1.63,0.039375
85,2195,1,2119,5,5.28,1.63,0.039062
90,2199,0,2119,1,5.47,1.63,0.038437
95,2200,0,2119,1,5.52,1.63,0.037968
100,2203,0,2130,3,5.66,2.16,0.038906
