Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,8164,13,8125,66,5.63,5.12,0.117031
5,8144,22,7813,4,5.37,1.09,0.124843
10,8091,35,7801,1,4.68,0.93,0.139062
15,8055,56,7801,2,4.22,0.93,0.16125
20,8042,68,7729,2,4.05,0.0,0.175937
25,7996,97,7729,4,3.45,0.0,0.208437
30,7996,130,7729,4,3.45,0.0,0.2475
35,8021,132,7729,4,3.78,0.0,0.25125
40,8111,92,7736,1,4.94,0.09,0.208437
45,8197,89,7810,1,6.06,1.05,0.206406
50,8325,60,7965,1,7.71,3.05,0.175312
55,8380,29,7994,1,8.42,3.43,0.143281
60,8477,21,8214,2,9.68,6.28,0.133906
65,8562,22,8243,4,10.78,6.65,0.134531
70,8617,13,8218,1,11.49,6.33,0.125937
75,8627,10,8243,5,11.62,6.65,0.127187
80,8669,4,8243,6,12.16,6.65,0.122656
85,8672,3,8188,1,12.2,5.94,0.114843
90,8757,2,8241,2,13.3,6.62,0.114218
95,8727,4,8214,1,12.91,6.28,0.116875
100,8792,1,8256,1,13.75,6.82,0.113437
