Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1836,15,1763,15,6.87,2.62,0.527031
5,1840,24,1763,10,7.1,2.62,0.564375
10,1836,27,1763,12,6.87,2.62,0.589062
15,1836,50,1763,9,6.87,2.62,0.668593
20,1826,63,1747,1,6.29,1.69,0.730468
25,1817,81,1718,1,5.76,0.0,0.786718
30,1817,99,1748,1,5.76,1.75,0.865625
35,1846,64,1726,1,7.45,0.47,0.67125
40,1864,55,1761,1,8.5,2.5,0.587343
45,1890,18,1780,1,10.01,3.61,0.424062
50,1898,9,1767,1,10.48,2.85,0.398125
55,1918,3,1796,1,11.64,4.54,0.395312
60,1904,1,1793,1,10.83,4.37,0.374687
65,1908,0,1811,10,11.06,5.41,0.36875
70,1909,0,1793,1,11.12,4.37,0.368593
75,1914,0,1793,1,11.41,4.37,0.376718
80,1912,0,1811,5,11.29,5.41,0.37
85,1919,0,1811,3,11.7,5.41,0.369375
90,1923,0,1803,1,11.93,4.95,0.377187
95,1925,0,1822,1,12.05,6.05,0.370781
100,1948,0,1839,9,13.39,7.04,0.370625
