Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,6870,9,6859,81,0.16,0.0,0.032656
5,6865,22,6859,85,0.09,0.0,0.035937
10,6861,19,6859,94,0.03,0.0,0.034375
15,6861,24,6859,95,0.03,0.0,0.036875
20,6860,34,6859,96,0.01,0.0,0.040156
25,6860,31,6859,97,0.01,0.0,0.039687
30,6862,46,6859,87,0.04,0.0,0.044062
35,6870,63,6859,60,0.16,0.0,0.050625
40,6876,82,6859,47,0.25,0.0,0.057656
45,6906,61,6859,16,0.69,0.0,0.050156
50,6933,61,6859,8,1.08,0.0,0.050156
55,6963,51,6859,2,1.52,0.0,0.052656
60,7013,35,6859,1,2.25,0.0,0.049843
65,7051,24,6909,2,2.8,0.73,0.043906
70,7082,16,6909,2,3.25,0.73,0.03625
75,7122,13,6909,1,3.83,0.73,0.036562
80,7150,10,6915,1,4.24,0.82,0.035937
85,7162,12,6909,1,4.42,0.73,0.036718
90,7191,11,6980,1,4.84,1.76,0.035156
95,7231,11,6859,1,5.42,0.0,0.037656
100,7284,14,6915,2,6.2,0.82,0.038125
