Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3631,4,3631,100,3.57,3.57,0.023437
5,3576,30,3506,44,2.0,0.0,0.029531
10,3543,36,3506,70,1.06,0.0,0.029687
15,3521,46,3506,87,0.43,0.0,0.031406
20,3511,42,3506,96,0.14,0.0,0.031406
25,3507,42,3506,99,0.03,0.0,0.031718
30,3506,44,3506,100,0.0,0.0,0.031562
35,3506,48,3506,100,0.0,0.0,0.034218
40,3506,51,3506,100,0.0,0.0,0.035937
45,3507,65,3506,97,0.03,0.0,0.039531
50,3513,70,3506,85,0.2,0.0,0.043437
55,3522,69,3506,67,0.46,0.0,0.044531
60,3528,83,3506,46,0.63,0.0,0.049375
65,3543,74,3506,39,1.06,0.0,0.048437
70,3564,70,3506,18,1.65,0.0,0.048281
75,3568,55,3506,21,1.77,0.0,0.045
80,3597,60,3506,11,2.6,0.0,0.046562
85,3590,52,3506,16,2.4,0.0,0.045156
90,3618,59,3506,12,3.19,0.0,0.047656
95,3633,43,3506,9,3.62,0.0,0.043281
100,3656,42,3506,8,4.28,0.0,0.0425
