Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1062,4,1060,56,1.34,1.15,0.226875
5,1062,7,1060,58,1.34,1.15,0.2375
10,1062,9,1048,1,1.34,0.0,0.242812
15,1063,12,1048,2,1.43,0.0,0.253437
20,1062,14,1048,4,1.34,0.0,0.269218
25,1062,17,1048,3,1.34,0.0,0.282187
30,1062,29,1048,5,1.34,0.0,0.311093
35,1065,31,1048,3,1.62,0.0,0.327187
40,1067,25,1060,37,1.81,1.15,0.320156
45,1073,16,1060,23,2.39,1.15,0.300312
50,1075,6,1060,20,2.58,1.15,0.275312
55,1076,2,1060,25,2.67,1.15,0.2675
60,1079,1,1060,13,2.96,1.15,0.265937
65,1081,1,1060,10,3.15,1.15,0.267656
70,1082,0,1060,10,3.24,1.15,0.265312
75,1082,0,1060,12,3.24,1.15,0.266093
80,1085,0,1060,4,3.53,1.15,0.26625
85,1084,0,1060,9,3.44,1.15,0.265781
90,1084,0,1060,4,3.44,1.15,0.265937
95,1084,0,1060,3,3.44,1.15,0.271093
100,1087,0,1065,1,3.72,1.62,0.280156
